label,Type,messages
ham,,Dunno y u ask me.
ham,,I re-met alex nichols from middle school and it turns out he's dealing!
spam,Subscription_Scam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
spam,Prize_Lottery_Scam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,,Hey what's up charles sorry about the late reply.
ham,,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
ham,,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
spam,Subscription_Scam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
spam,Contact_Service_Scam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
ham,,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
spam,Adult_Content_Scam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
spam,Ponzi,"1. ""Exclusive investment opportunity! Guaranteed 25% monthly returns. Early investors already earning $5,000+ per month. Limited spots available. Join now: elite-returns.ca""

2. ""Congratulations! Your friend referred you to our private investment club. Members averaging 40% annual returns. Minimum $10,000 investment. Secure your spot: premium-investments.com""

3. ""Investment alert: Our fund generated 18% returns last quarter while markets dropped. Current investors reinvesting profits. $5,000 minimum entry: high-yield-fund.ca"""
ham,,So what u doing today?
spam,Subscription_Scam,FROM 88066 LOST å£12 HELP
ham,,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
spam,Contact_Service_Scam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
spam,Card-not-present,"1. Hi, I’d like to place a rush order for 20 iPads. Please charge my card immediately and ship overnight. I’ll provide the address shortly.	
2. I’ll need you to overcharge the card by an additional $2,000 and send that to my shipping agent via bank transfer. It’s urgent.	
3. Can I pay now using my card and have the order sent to a different address? It’s a gift. Please don’t delay—I need it shipped today."
spam,Free_Service_Scam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,,No pic. Please re-send.
spam,Contact_Service_Scam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,,Sorry da thangam.it's my mistake.
ham,,Free any day but i finish at 6 on mon n thurs...
spam,Subscription_Scam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
ham,,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
spam,Contact_Service_Scam,Missed call alert. These numbers called but left no message. 07008009200
ham,,"Like  &lt;#&gt; , same question"
ham,,"Cool, text me when you head out"
ham,,Keep my payasam there if rinu brings
ham,,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,,Oh k :)why you got job then whats up?
spam,Marketing_Link_Scam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
spam,Contact_Service_Scam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,,Happy birthday... May all ur dreams come true...
ham,,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,,Thats cool. i liked your photos. You are very sexy!
ham,,Hey come online! Use msn... We are all there
ham,,Thank you baby! I cant wait to taste the real thing...
spam,Prize_Lottery_Scam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,,"Yo, you at jp and hungry like a mofo?"
spam,Prize_Lottery_Scam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
ham,,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,,"Aldrine, rakhesh ex RTM here.pls call.urgent."
spam,Subscription_Scam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
spam,Prize_Lottery_Scam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,,Its a great day. Do have yourself a beautiful one.
ham,,Dude we should go sup again
spam,Office supplies,"1. ""Office supplies verification call. This is your usual toner supplier. Can you confirm your shipping address for next week's delivery?""

2. ""Special promotion on printer cartridges! 50% off your regular order. Just need to verify your business address for shipping. What's your suite number?""

3. ""Paper supply company calling. We have overstock of copy paper at discount prices. Can you confirm your mailing address to send samples?"""
spam,Free_Service_Scam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
spam,Adult_Content_Scam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,,TELL HER I SAID EAT SHIT.
spam,Contact_Service_Scam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,,Super msg da:)nalla timing.
spam,Extortion,"1. We know your full name, phone number, and address. A report shows you visited illegal websites. Pay 1.5 BTC within 24 hours or we go public.
2. This is a final warning. Your search history and images will be sent to your employer and family unless payment is made now. Scan the QR code below to pay.
3. The RCMP has issued a warrant for your arrest due to your online activity. To settle the charges, reply immediately and transfer $2,000 via Bitcoin."
ham,,"Just sent you an email ÛÒ to an address with incomm in it, is that right?"
ham,,"Text me when you get off, don't call, my phones having problems"
ham,,Yes i will be there. Glad you made it.
spam,Other_Spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
spam,Prize_Lottery_Scam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,,"Sorry, I can't help you on this."
ham,,When are you guys leaving?
ham,,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
spam,Prize_Lottery_Scam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
spam,Prize_Lottery_Scam,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,,Meeting u is my work. . . Tel me when shall i do my work tomorrow
spam,Prize_Lottery_Scam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,,S.s:)i thinl role is like sachin.just standing. Others have to hit.
spam,Prize_Lottery_Scam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321."
spam,Other_Spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
spam,Prize_Lottery_Scam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,,Must come later.. I normally bathe him in da afternoon mah..
ham,,Ok i've sent u da latest version of da project.
spam,Free_Service_Scam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
spam,Prize_Lottery_Scam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,,No no. I will check all rooms befor activities
ham,,Where you. What happen
spam,Contact_Service_Scam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
ham,,"Sir, i am waiting for your call."
spam,Contact_Service_Scam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
ham,,TaKe CaRE n gET WeLL sOOn
spam,Contact_Service_Scam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,,"Nah man, my car is meant to be crammed full of people"
spam,Subscription_Scam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
spam,Free_Service_Scam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,,"Aight, you close by or still down around alex's place?"
ham,,Pls dont restrict her from eating anythin she likes for the next two days.
spam,Prize_Lottery_Scam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,Prize_Lottery_Scam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
spam,Free_Service_Scam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,,Jus ans me lar. U'll noe later.
spam,Prize_Lottery_Scam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,,Jokin only lar... :-) depends on which phone my father can get lor...
spam,Prize_Lottery_Scam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,Subscription_Scam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,,Come by our room at some point so we can iron out the plan for this weekend
spam,Prize_Lottery_Scam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
spam,Subscription_Scam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
spam,Contact_Service_Scam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,,Another month. I need chocolate weed and alcohol.
spam,Other_Spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,,No message..no responce..what happend?
ham,,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,,"Yup. Anything lor, if u dun wan it's ok..."
spam,Free_Service_Scam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,,Wherre's my boytoy ? :-(
ham,,I'm really sorry I lit your hair on fire
spam,Contact_Service_Scam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
spam,Prize_Lottery_Scam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
spam,Business executive spoofs,"1. Can you grab some Google Play gift cards for me? It’s for Sarah’s birthday. Just send the codes once you get them. I’ll reimburse you later. 
2. Hi, I’m currently in a meeting and can’t talk. I need you to urgently buy 10 $100 Apple gift cards for employee bonuses. Reply with the codes as soon as possible.
3. I’m on-site at a conference and urgently need your help. Purchase $500 worth of Amazon gift cards and email the codes to me immediately."
spam,Marketing_Link_Scam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
spam,Contact_Service_Scam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,,Finish liao... U?
ham,,Then wat r u doing now? Busy wif work?
ham,,"There'll be a minor shindig at my place later tonight, you interested?"
ham,,Mm yes dear look how i am hugging you both. :-P
ham,,So wats ur opinion abt him and how abt is character?
ham,,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
spam,Subscription_Scam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,,"Ok da, i already planned. I wil pick you."
ham,,"Not for possession, especially not first offense"
spam,Prize_Lottery_Scam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,,Ok.
ham,,Good morning princess! Happy New Year!
ham,,Nothing. Can...
spam,Prize_Lottery_Scam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,Prize_Lottery_Scam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
spam,Prize_Lottery_Scam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
ham,,I accidentally deleted the message. Resend please.
ham,,Yupz... I've oredi booked slots 4 my weekends liao...
ham,,No..few hours before.went to hair cut .
spam,Prize_Lottery_Scam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
spam,Subscription_Scam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,,Yup i've finished c Ì_ there...
ham,,"It could work, we'll reach a consensus at the next meeting"
ham,,Is ur paper today in e morn or aft?
ham,,Mode men or have you left.
ham,,26th OF JULY
ham,,I absolutely LOVE South Park! I only recently started watching the office.
ham,,Was playng 9 doors game and gt racing on phone lol
ham,,If you're thinking of lifting me one then no.
ham,,Bring tat cd don forget
ham,,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
spam,Prize_Lottery_Scam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
spam,Subscription_Scam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge
ham,,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,Subscription_Scam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
spam,Adult_Content_Scam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
spam,Subscription_Scam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,,So u gonna get deus ex?
ham,,Yeah confirmed for you staying at  that weekend
ham,,Re your call; You didn't see my facebook huh?
spam,Subscription_Scam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
ham,,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
spam,Contact_Service_Scam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
spam,Subscription_Scam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,,Sent me de webadres for geting salary slip
ham,,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
spam,Subscription_Scam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
spam,Prize_Lottery_Scam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,,Thank you. I like you as well...
spam,Other_Spam,2/2 146tf150p
ham,,Glad to see your reply.
spam,Prize_Lottery_Scam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,,here is my new address -apples&pairs&all that malarky
ham,,Two teams waiting for some players
ham,,After completed degree. There is no use in joining finance.
spam,Contact_Service_Scam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
spam,Prize_Lottery_Scam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
spam,Contact_Service_Scam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
spam,Free_Service_Scam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
spam,Contact_Service_Scam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,,I send the print  outs da.
ham,,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
spam,Prize_Lottery_Scam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,,Still otside le..u come 2morrow maga..
spam,Subscription_Scam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!"
ham,,Jus came back fr lunch wif my sis only. U leh?
spam,Subscription_Scam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
spam,Prize_Lottery_Scam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,Prize_Lottery_Scam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
spam,Contact_Service_Scam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
spam,Prize_Lottery_Scam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
spam,Prize_Lottery_Scam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,,Yup next stop.
ham,,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,,Oooh bed ridden ey? What are YOU thinking of?
spam,Prize_Lottery_Scam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
spam,Prize_Lottery_Scam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins
spam,Free_Service_Scam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,,Gokila is talking with you aha:)
spam,Directory,"1. Hi, we’re just confirming your business listing details for renewal—same address and phone number, correct? Thanks, your invoice will arrive shortly.

2. This is a courtesy call to update your company profile in our national business directory. Your confirmation has been recorded for billing purposes.

3. Congratulations! Your business listing has been renewed for another year. Please remit payment of $599 within 7 days to avoid late fees."
ham,,"Come to mu, we're sorting out our narcotics situation"
spam,Prize_Lottery_Scam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
spam,Subscription_Scam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
spam,Prize_Lottery_Scam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,Contact_Service_Scam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
spam,Prize_Lottery_Scam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
spam,Free_Service_Scam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,,Hi its in durban are you still on this number
ham,,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,,Still at west coast... Haiz... ÌÏ'll take forever to come back...
spam,Subscription_Scam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,,When you guys planning on coming over?
ham,,Oh...i asked for fun. Haha...take care. Ì_
spam,Free_Service_Scam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
spam,Tech support,ALERT: Your Windows system is infected with a critical virus! Call Microsoft Support now at 1-888-555-TECH to resolve. Failure to act may result in data loss.
spam,Grandparent scam,"Grandpa, I’m in big trouble. I got arrested in Mexico and need $3000 for bail. PLEASE don’t tell mom and dad. Send cash by courier to my lawyer ASAP. I’ll explain everything later. I love you."
ham,,No. But we'll do medical missions to nigeria
ham,,You said not now. No problem. When you can. Let me know.
spam,Contact_Service_Scam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
spam,Subscription_Scam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
spam,Prize_Lottery_Scam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
spam,Prize_Lottery_Scam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
spam,Prize_Lottery_Scam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
spam,Contact_Service_Scam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,,Then any special there?
ham,,Its a part of checking IQ
spam,Free_Service_Scam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
spam,Prize_Lottery_Scam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386
spam,Contact_Service_Scam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,,Sorry da. I gone mad so many pending works what to do.
ham,,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
spam,Prize_Lottery_Scam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
ham,,I'm in a movie... Collect car oredi...
ham,,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
spam,Free_Service_Scam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,,Now am free call me pa.
spam,Contact_Service_Scam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
spam,Contact_Service_Scam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
spam,Other_Spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
spam,Adult_Content_Scam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
spam,Subscription_Scam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,,I'm in a movie. Call me 4 wat?
ham,,Pls pls find out from aunt nike.
spam,Marketing_Link_Scam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,,Have you started in skye
ham,,Wif my family booking tour package.
ham,,What you doing?how are you?
ham,,Simply sitting and watching match in office..
spam,Prize_Lottery_Scam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
